place_id,business_name,phone,address,city,website,google_rating,google_review_count,business_status,apollo_matched,employee_count,founded_year,linkedin_url,contact_name,contact_title,contact_email,score_web_opportunity,score_size_opportunity,opportunity_score,source,date_scraped
ChIJAQAAAMBIR4YR-v5sVGQCIc8,"AM Commercial Residential Roofing, LLC",(936) 449-8051,"12225 High Fire Rd, Montgomery, TX 77356, USA",,https://www.amcommercialroofing.com/,5,32,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ4Z5RxHnWRoYRt5uIcTQiNes,All American Roofing & Construction,(713) 397-3838,"1150 McCaleb Rd Ste 800, Montgomery, TX 77316, USA",,https://www.myamericanroof.com/,5,30,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJAQCUrXA3R4YRmdjZWEEEBL0,Spears & Co. Construction,(832) 463-1701,"33130 Magnolia Cir Unit 24, Magnolia, TX 77354, USA",,https://www.spearsandco.com/,4.9,31,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJid8YstRbR4YRZdhhEO1fLOU,"Best Choice Construction Roofing & Remodeling, LLC",(281) 689-9031,"11564 Warner Rd, Cleveland, TX 77328, USA",,http://www.bestchoiceconstruction.com/,4.9,38,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJWQJPpZ5SR4YRfNWSjVhcsas,Sam and Son Roofing,(281) 354-5453,"17015 N Mesa Dr, Splendora, TX 77372, USA",,https://www.samandsonroofingllc.com/,4.9,71,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJX9k3dm25QIYROVF1O7WVkB0,Redfish Roofing Company,(832) 640-5347,"4025 Feather Lakes Way #5405, Kingwood, TX 77325, USA",,http://www.redfishroofing.com/,5,44,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJJa0STWvNQIYR-6Es5QV_wc4,"American Frontier Roofing, Inc.",(832) 374-1378,"15414 Amber Manor Ln, Houston, TX 77044, USA",,https://americanfrontierroof.com/,5,98,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ4RJY28XfQIYROkQsu8YkM5c,Beck Roofing And Restoration LLC,(281) 762-0856,"449 Porter Ranch Rd, Cleveland, TX 77327, USA",,https://beckroofingandrestoration.com/,5,97,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJadkMczRfR4YROBx7w8yhWZs,The Thrashers,(832) 318-3565,"61, 95 Aaron Ln, Cleveland, TX 77328, USA",,https://thrasherstexas.com/,4.9,39,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJEUFKhmi3QIYREsGn2i9g6k0,Ramirez Roofing & Siding Inc.,(713) 907-5051,"14831 Aspen Chase Ln, Humble, TX 77396, USA",,http://www.ramirezroofing.net/,4.9,95,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJH6h6mYzJQIYRxypcMUIQoug,JD Roofing Solutions,(832) 295-3277,"10108 Veterans Memorial Dr, Houston, TX 77038, USA",,https://jdroofingsolutions.com/,5,84,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ7TbexgXGH08RjnhnBtGyPbQ,Sargon Roofing & Restoration,(833) 472-7466,"Suite C, 22704 TX-494 Loop, Kingwood, TX 77339, USA",,https://sargonroofing.com/,4.9,89,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ___oI_CqQIYR7a_afJCmov0,"Falcon Roofing & Construction, LLC",(346) 742-0249,"24203 FM 2100, Huffman, TX 77336, USA",,https://www.frctxllc.com/,5,54,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ5VWJMPSzQIYRkQu9DBM7i0A,"K & J Integrity Roofing, LLC",(832) 644-5642,"4719 Atascocita Road, Humble, TX 77346, USA",,https://www.kjintegrityroofing.com/,4.9,36,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJiRG21uJTR4YRWKkpMm__fnE,Texas Roof Specialist,(832) 820-4442,"25139 Colette St, Porter, TX 77365, USA",,https://texasroofspecialist.com/,4.9,59,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJA7Vx1MyzQIYRximrbVhKfL8,Redemption Roofing,(281) 713-4332,"1210 Hamblen Rd Ste 800E, Kingwood, TX 77339, USA",,https://redemptionroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_kingwood,5,37,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJsQ7opo2zQIYRZG9bwMerG2Q,Kingwood Roofing,(281) 704-5994,"1621 Lakeville Dr Ste 300A, Kingwood, TX 77339, USA",,https://kingwoodroofing.com/,5,25,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJhUqWDctTR4YRyknU2KTeN2A,Weather Shield Structures LLC - Kingwood & The Woodlands Roofing Pros,(936) 230-8366,"1413 Northpark Dr, Kingwood, TX 77339, USA",,http://weathershieldstructures.com/,5,25,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ5fwht_mzQIYRNE3oywajaXI,Eagle Eye Roofing,(281) 706-4013,"1525 Lakeville Dr Ste 126, Kingwood, TX 77339, USA",,http://www.eagleeyeroofs.com/locations/kingwood-tx/,4.9,63,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJNQmzkzTHQIYR9EfofRP-R6o,TX Roofing & Services,(713) 820-2302,"2855 Mangum Rd Unit B201B, Houston, TX 77092, USA",,http://www.txroofingandservices.com/,4.9,88,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJo3Z6XcfPQIYRez0AXqbaoZQ,Near Me Roofing Texas,(346) 309-1690,"6999 W Little York Rd Ste g, Houston, TX 77040, USA",,https://nearmeroofingtexas.com/,5,40,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJl_phCgfBQIYRtSqLLE6XCU4,Recovery Roofing and Remodeling LLC,(346) 450-1337,"7703 Mosewood St, Houston, TX 77040, USA",,http://www.recoveryroofingandremodeling.com/,5,60,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJmccefErJQIYRxcX3iZSIvc8,JEN Roofing,(281) 643-7440,"13513 Ralph Culver Rd, Houston, TX 77086, USA",,https://jenroofing.com/,4.9,58,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ6X3HkUjHQIYRykwObrdobro,H Town Roof & Constructions LLC.,(346) 667-7118,"7055 Old Katy Rd, Houston, TX 77024, USA",,https://htownroofco.com/,5,78,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ9dpP17nNQIYRvEe0nmtgcN4,Merit Roofing & Construction,(832) 583-1925,"20251 Aspenwilde Dr, Cypress, TX 77433, USA",,https://meritroofs.com/?utm_campaign=gmb,4.9,67,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJVyCuNCIrR4YR9iF2KT97fv0,Roofworks and Construction,(832) 834-2364,"17413 Farm to Market 2920 Ste A, Tomball, TX 77377, USA",,https://theroofworks.com/,5,58,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJWZMr07LMQIYRRp2xdy8658Q,Click To Roof LLC,(832) 844-2787,"23827 Cardinal Dr, Hockley, TX 77447, USA",,http://www.clicktoroof.com/,5,84,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJW3wV4hrIRikRwPBWnGtZbys,Golden Ridge Roofing,(281) 723-5133,"2125 Katy Fort Bend Rd, Katy, TX 77493, USA",,http://goldenridgeroofing.net/,4.9,96,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJdw45WYI0R4YRpHwaNU57zDA,"All Star Roof Systems, Inc.",(281) 987-9000,"8927 Hufsmith Kuykendahl Rd, Tomball, TX 77375, USA",,https://allstarroofsystems.com/,4.9,55,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJqzjQuFUhR4YRAteG8fug6uc,V&D Professional Roofing,(936) 250-0283,"287 Berkley Dr, Montgomery, TX 77356, USA",,http://vdprofessionalroofing.com/,5,42,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ_Xzx7s05R4YR6tVyJPHZa_0,CR3 American Exteriors,(936) 297-6479,"208 McCown St #111, Montgomery, TX 77356, USA",,https://www.cr3america.com/conroe/?utm_source=google&utm_medium=gbp,4.9,27,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJP7InvC2hR4YRwyH9rn8HS_k,Big State Roofing & Restoration LLC,(936) 297-6229,"31 Oak Bend Dr, Huntsville, TX 77320, USA",,https://bigstateroofing.com/,4.8,40,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJH7CVIdgHR4YRCHHg0fBPgog,Buck Horn Roofing,(936) 852-2044,"2503 Lake Rd Ste C116, Huntsville, TX 77320, USA",,https://buckhornroofing.com/,5,55,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJiZju0b03R4YRbPbEXXeF03Y,HailCat Roofing,(832) 951-1394,"2525 N Frazier St Ste. 6300, Conroe, TX 77303, USA",,https://hailcatroofing.com/,4.9,51,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJL3eYezfjX2sR5EMVbfQqAFg,TruPro Roofing & Renovations,(936) 301-5854,"100 Commercial Cir Ste 201, Conroe, TX 77304, USA",,https://truproroofing.com/,4.9,92,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJGXm-SSBTP4YRqZ7-ZH-Zvuk,High Quality Roofing & Construction,(936) 257-5452,"128 County Rd 6512, Dayton, TX 77535, USA",,https://www.highqualityroofs.com/,5,49,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJu_D_K6sBs00RRwKfsDr40GU,Elite Roof Services,(832) 334-6726,"23941 Cicada Cir E, New Caney, TX 77357, USA",,https://eliteroofservices.net/htx,4.9,29,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJdxOIGp_cnUcR838-KYDit1E,Texas Brother’s Roofing & Construction LLC,(832) 782-8553,"12910 Atwood Glen Ct, Houston, TX 77014, USA",,http://txbrothersroofingandconstruction.com/,5,83,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJj86HCUJTP4YRziLl-I7NXBU,Lopez Roofing and Construction,(936) 258-4780,"401 US-90 Unit 2, Dayton, TX 77535, USA",,http://lopezroofingandconstruction.net/,4.9,66,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJf66rvndbP4YR-Nhc41N38eA,"CG Roofing Solutions, LLC",(832) 693-9154,"124 W Circle Dr, Baytown, TX 77521, USA",,https://www.cgrsllc.com/,5,54,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJSxQw4MhFP4YRXIE3GE4JwEA,Durdin Roofing LLC,(281) 709-8627,"16043 Eagle Dr #644, Mont Belvieu, TX 77523, USA",,http://www.durdinroofing.com/,4.9,69,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ9-isk6SXQIYR4AwYFHJ9l8Q,Walton Residential Services,(713) 337-2307,"8350 Mosley Rd, Houston, TX 77075, USA",,https://waltonresidentialservices.com/,4.8,76,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJr_U7raZdP4YRoFaRsQnnZS8,360 Construction & Roofing,(281) 990-3265,"4721 Garth Rd Ste D-200, Baytown, TX 77521, USA",,https://www.360constructionandroofing.com/,4.9,55,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJmfdFp1SfQIYRidYQK4APxF4,Cornerstone Roofing,(832) 221-7693,"2502 Solitude Ln, Deer Park, TX 77536, USA",,http://www.cribuild.com/,5,33,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ-bSd4kKdQIYRSUQnf3PhxLc,Samurai Roofing Services,(281) 508-0031,"1322 Space Park Dr A215, Houston, TX 77058, USA",,http://samurairoofingservices.com/,5,96,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJCYhVbKSZQIYRSIDBARSsL0c,A+ Roofer,(713) 545-0130,"4008 Vista Rd, Pasadena, TX 77504, USA",,https://aplusroofer.com/,5,39,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJLzaqoAmZQIYRNT6n9XeBy-M,Aesthetic Roofing Systems LLC,(281) 845-7663,"5970 Fairmont Pkwy Ste 1a, Pasadena, TX 77505, USA",,http://www.aestheticroofpro.com/,4.9,67,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ087D33ecQIYRN1ZXWQn3FDc,Full Scale Roofing,(832) 321-7663,"2323 Clear Lake City Blvd #180-129, Houston, TX 77062, USA",,https://fullscaleroofing.com/,4.8,30,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJW7CMywGaQIYRl-7mcQu1Tn0,Texas Top Roofing & Siding,(832) 219-8357,"12060 Beamer Rd, Houston, TX 77089, USA",,https://www.txtoproofing.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,4.8,63,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJZbFeF4bnQIYRpwJxwm90Bu8,TX Roofing & Services,(832) 934-9734,"77 Sugar Creek Center Blvd Ste 695L, Sugar Land, TX 77478, USA",,https://txroofingandservices.com/sugar-land/,5,59,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJo5H5-teTQIYRmhG94zlfPfI,Gulf-Tex Roofing & Services LLC,(281) 406-8791,"8789 Bailey Rd, Manvel, TX 77578, USA",,http://www.gulftexroofs.com/,5,73,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJW6YvOCfmQIYRyHSm-33BVyo,Startech Roofing & Remodeling,(713) 280-8544,"13955 Murphy Rd #108, Stafford, TX 77477, USA",,http://www.startechroofing.com/,5,63,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJC8LIFPfnQIYR-aiNC6sAm5Y,Roof Masters,(281) 215-5225,"337 Southwestern Blvd, Sugar Land, TX 77478, USA",,http://www.texasroofmasters.com/,5,85,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJayP6O4WRQIYRcC03_MXYaW0,TruGuard Roofing & Repair,(281) 759-2070,"3700 Halik St #9, Pearland, TX 77581, USA",,https://www.truguardroofing.com/,5,70,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ9_QcQTSVQIYRNEEIuq1NVUI,Vargas & Sons Roof Repair,(936) 259-2220,"5949 Nunn St, Houston, TX 77087, USA",,https://vargasroofrepair.pro/houston,4.8,76,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJbyoGxr2x8WgReQtg6S0KQQw,Five star renovators roofing,(713) 530-9413,"12607 Scott St, Houston, TX 77047, USA",,https://fivestarrenovators.com/,4.9,60,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJq8SD5oXnQIYREEWy3dLvnLw,Trinity Roofing & Restoration Sugar Land,(281) 782-7116,"1502 Elmscott Dr, Sugar Land, TX 77498, USA",,https://www.trinityrestoretx.com/,4.9,68,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJI0a_oBAfQYYRk-LunzmjIOg,Job Cost Professionals Richmond-Roofer,(832) 642-3326,"3312b FM359, Richmond, TX 77406, USA",,https://richmond-roofer.com/,5,71,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ___Lbu0fQYYRfL00wq_hMjc,Beam Roofing,(832) 232-1799,"21226 Andrea Park Dr, Richmond, TX 77406, USA",,http://www.beamroofing.com/,5,86,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJq98vPWvfQIYRvA8crsdj8ps,All Covered Roofing,(346) 468-7663,"17625 Madden Rd, Richmond, TX 77407, USA",,https://allcoveredroof.com/,5,84,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJz99Hi2rhQIYRB9hthx06wU0,Above All Roofing & Construction,(713) 298-2225,"902 Walker School Rd, Sugar Land, TX 77479, USA",,https://www.heisaboveall.com/,5,69,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ20qkFHAhQYYR4Js0Ho8VIl0,Texas Roofing AC Construction LLC,(832) 609-7187,"25807 Westheimer Pkwy Ste 417, Katy, TX 77494, USA",,https://txroofingacconstruction.com/,4.9,89,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJp_StrokdQYYR16s27PLeR8w,Duque Roofing Inc.,(281) 565-7663,"909 Mulcahy St, Rosenberg, TX 77471, USA",,https://www.duqueroofing.com/,5,92,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJRRw3BeitQIYRDFR2qjIIY_k,"Sloma Roofing & Restoration, LLC",(713) 894-8646,"1687 FM949, Sealy, TX 77474, USA",,http://www.slomaroofs.com/,4.9,67,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJdUG74aDZQIYRYqNsrrPHs2o,Johnny's Roofing And Storm Restoration,(281) 673-9659,"19443 Little Pine Ln, Katy, TX 77449, USA",,http://www.johnnysroofingandstormrestoration.com/,5,76,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJVXbQm1FEQYYRmzNuTXdYXJE,Target Roofing,(979) 885-7211,"1476 Hwy 159 E, Bellville, TX 77418, USA",,http://targetrr.com/,4.9,97,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJkWanrhDNRoYRC8rzvw_Uw28,The Roofing Consultants,(832) 270-6260,"35057 Mayer Dr, Hempstead, TX 77445, USA",,http://txroofingconsultants.com/,5,92,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJfwpG2kPTRoYRk5G44Hzv3Eo,Martinez Roofing Services,(832) 208-8097,"21539 Binford Rd, Waller, TX 77484, USA",,https://martinezroofingservices.net/,5,25,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJk9rbaVrNRoYR9W2L6ghn-ao,"E.N.G. Roofing, LLC",(346) 225-9901,"707 Alliance St, Waller, TX 77484, USA",,https://engroofers.com/,5,42,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ2TtKFvcVHSURdoVSZA8_dz0,Pinehurst Roofing,(832) 908-2733,"1203 Mere Dr, Pinehurst, TX 77362, USA",,https://www.pinehurstroofinginc.com/,5,85,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJW0R2lrxhsCURwPJfGlKJvC8,Bumble Roofing of The Woodlands,(713) 352-0324,"2001 Timberloch Pl #500, Spring, TX 77380, USA",,https://bumbleroofing.com/the-woodlands?utm_source=google&utm_medium=organic&utm_campaign=gbp,5,118,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJu9xp7z83R4YRrGv5m_96su8,Rejuven8 Roofing and Restoration,(281) 210-0083,"2002 Timberloch Pl, The Woodlands, TX 77380, USA",,https://rejuven8roofingandrestoration.com/,5,518,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJLQ70T9I1R4YRuz38_G4PB6M,Elite Roofers,(832) 290-2837,"26510 Oak Ridge Dr, The Woodlands, TX 77380, USA",,https://eliterooferstx.com/,5,192,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJF2qGBhfiYWwR7M1ttNm_cJE,Roof Republic Inc,(346) 462-0989,"27351 Blueberry Hill Dr #51, Conroe, TX 77385, USA",,https://www.roofrepublicinc.com/,4.9,100,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJaeepuzzSQIYR85Hwp9Cu97o,314 Roofing Solutions,(832) 780-4587,"6824 North Sam Houston Pkwy W, Houston, TX 77064, USA",,https://314roofing.com/,5,1181,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJvWoksPE_R4YR1xOtTYr4ktQ,"Royal Crown, LLC",(844) 769-2514,"1635 Rayford Rd, The Woodlands, TX 77386, USA",,https://www.royalcrownroofingtx.com/,4.9,193,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJfUyKzwlKR4YR3TBpWpRYmTA,Anderson Roofing and Restoration LLC,(713) 898-7496,"3222 Abbott Lakes Dr, Spring, TX 77386, USA",,http://andersonroofingandrestoration.com/,4.9,241,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJTYqq3eEwR4YRf1aTXTCVgzI,Perkins Roofing Company,(832) 702-0201,"45 Cascade Springs Pl, The Woodlands, TX 77381, USA",,http://www.perkins-roofing.com/,4.8,211,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJ8f82vim_QIYRPR_l3ixhB8g,T. Williams Roofing LLC,(832) 894-7663,"83 S Longspur Dr, The Woodlands, TX 77380, USA",,https://tomwillroofyou.com/,4.8,163,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJBd8fnxM1R4YRjfBO4znEgsM,FairClaims Roofing & Construction,(281) 367-0466,"25315 Oakhurst Dr, Spring, TX 77386, USA",,http://www.fairclaimsroofingcompany.com/,4.9,575,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJpxol_vBX54YRc7OzoOFQsQQ,Quality Roofing and Contracting,(281) 964-7767,"3618 Bluebonnet Trace Dr, Spring, TX 77386, USA",,https://www.qualityroofingnorthhouston.com/,5,191,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJOTrXBXLdQIYRcVhJY2kcbLs,JC&C Roofing Company,(713) 766-3464,"1431 Graham Dr #266, Tomball, TX 77375, USA",,https://www.myroofimprovement.com/,4.8,413,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJL9zuW1UzR4YRs9ndFHLgHWc,Shamrock Roofing of Tomball Texas LLC,(281) 393-7777,"4023 Spring Cypress Rd, Spring, TX 77388, USA",,https://shamrockroofingtexas.com/,4.8,445,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJi272UUQ1R4YRsp4FH0bILFY,Vargas & Sons Roof Repair,(936) 259-5222,"2069 Rayford Rd, Spring, TX 77386, USA",,https://vargasroofrepair.pro/spring,4.8,119,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJ1a1uJSg1R4YR1QaiRFhJEGk,JC's Residential Roofing & Remodeling,(281) 245-4472,"11357 White Oak Way, Conroe, TX 77304, USA",,https://www.jcsresidential.com/,4.9,100,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJlWwhAgIwR4YRtP6FOBfZotI,Texas Engineered Roofing,(281) 259-3300,"33300 Lois Ln Ste. 1, The Woodlands, TX 77354, USA",,http://www.txengineeredroofing.com/,5,195,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJVVXRfKssR4YRkQDruyBvd7U,The Home Team Roofing & A/C LLC,(832) 422-3039,"11709 Boudreaux Rd Ste 1150, Tomball, TX 77375, USA",,https://hometeamroof.com/,4.9,550,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJdx94jSrRRoYRaKn1zEZ7iJk,SCG Roofing,(713) 377-8744,"25420 Kuykendahl Rd Ste B-200, Tomball, TX 77375, USA",,https://www.scgroofing.com/,5,134,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJEUj9NafSQIYRRDgCDH9I_A4,True Line Roofing and Exteriors,(832) 698-2101,"4750 Farm to Market 2920 Ste 503, Spring, TX 77388, USA",,https://truelineroofing.com/?utm_campaign=gmb,4.8,143,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJ8V-R55kZR4YRJdZyOh-QPNA,Lifeline Roofing Systems,(936) 701-2242,"1501 League Line Rd, Conroe, TX 77304, USA",,http://lifelineroofingsystems.com/,4.9,185,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJKRrWGtk_R4YRD7q21qaGyRg,Camacho Roofing LLC,(936) 648-1174,"937 Waxahachie St, Conroe, TX 77301, USA",,http://www.camachoroofing.org/,5,114,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJ-w6J3k4fR4YR8VbKw9kqx9k,Rigid Roofing LLC,(936) 283-0200,"19700 Hwy 105 W, Montgomery, TX 77356, USA",,https://rigidroofingllc.com/,4.9,183,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJjydQTkoiR4YRbB1R_xUhDPY,Saxon Roofing and Repair,(936) 718-7663,"232 Lake View Cir, Montgomery, TX 77356, USA",,https://www.saxonroofing.com/?utm_source=gmb&utm_medium=gmb,5,103,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJ_ybMDCzTQIYRaxhTftSoypw,Locked In Roofing,(832) 774-7663,"32815 Tamina Rd, Magnolia, TX 77354, USA",,https://lockedinroofing.com/,5,308,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJYyq6-E4sR4YROSLV9hqfM8I,Next Level Roofing and Remodeling LLC,(832) 413-4533,"215 Neidigk Sawmill Rd, Magnolia, TX 77354, USA",,http://www.nextlevelroofing.com/,4.9,100,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJOQ_hHkg5R4YR68nd1ZYUNbk,Redemption Roofing,(936) 321-3733,"33130 Magnolia Cir #14, Magnolia, TX 77354, USA",,https://redemptionroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_magnolia,4.9,202,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJI5fLrrcy4YwRMzG2XcL0R5c,Texas RoofCrafters,(936) 297-7291,"2300 Woodforest Pkwy N Ste 250-211, Montgomery, TX 77316, USA",,https://texasroofcrafters.com/,5,172,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJGcf_w1MrR4YRctVAjCdujEc,"Exteriors of Texas, LLC",(281) 766-3333,"33030 Tamina Rd Ste 100, Magnolia, TX 77354, USA",,https://www.eotroofing.com/,4.9,127,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJr9bmN0uvlwIRdhUGx2dmnog,Spartan Roof Construction,(281) 782-9422,"1701 Northpark Dr Ste 30, Kingwood, TX 77339, USA",,https://spartanroof.net/,5,629,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
ChIJd-g9YiXNQIYRaooEKJwYndU,"Eldridge Home Improvements, Inc.",(281) 999-4663,"4141 W Davis St, Conroe, TX 77304, USA",,http://www.peoplebeforeprofit.com/,4.8,344,OPERATIONAL,False,,,,,,,10,0.0,6.0,google_places,2026-08-28
